 iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
162 2013 7 19 0 -999 -999 -999 -999 -999 3.35 74.33 4.82 95.0 0.0 0.12 -999 311.42 -999 -999 -999 -999 -999 -999 -999
163 2013 7 20 0 -999 -999 -999 -999 -999 3.03 73.79 5.28 95.0 0.0 0.0 -999 316.77 -999 -999 -999 -999 -999 -999 -999
164 2013 7 21 0 -999 -999 -999 -999 -999 3.14 78.96 4.32 95.0 0.0 0.0 -999 292.0 -999 -999 -999 -999 -999 -999 -999
165 2013 7 22 0 -999 -999 -999 -999 -999 3.32 80.47 4.29 95.0 0.0 0.0 -999 297.81 -999 -999 -999 -999 -999 -999 -999
166 2013 7 23 0 -999 -999 -999 -999 -999 2.49 84.96 3.86 95.0 0.0 0.0 -999 300.54 -999 -999 -999 -999 -999 -999 -999
167 2013 8 0 0 -999 -999 -999 -999 -999 2.22 84.88 3.98 95.0 0.0 0.0 -999 303.5 -999 -999 -999 -999 -999 -999 -999
168 2013 8 1 0 -999 -999 -999 -999 -999 2.04 86.16 3.94 95.0 0.0 0.0 -999 311.69 -999 -999 -999 -999 -999 -999 -999
169 2013 8 2 0 -999 -999 -999 -999 -999 2.33 88.88 3.61 95.0 0.0 0.0 -999 305.57 -999 -999 -999 -999 -999 -999 -999
170 2013 8 3 0 -999 -999 -999 -999 -999 2.45 87.46 3.76 95.0 0.0 0.0 -999 275.99 -999 -999 -999 -999 -999 -999 -999
171 2013 8 4 0 -999 -999 -999 -999 -999 2.57 88.55 3.44 95.0 0.0 0.0 -999 275.08 -999 -999 -999 -999 -999 -999 -999
172 2013 8 5 0 -999 -999 -999 -999 -999 2.49 86.85 3.61 95.0 0.0 0.0 -999 277.74 -999 -999 -999 -999 -999 -999 -999
